"","satisfaction","issue","gender","education","age","income","franco","CITY","PCODE","im_many","im_ref","im_val","im_econ","similar","party","nafta","us_view","province","year","CSD","Year","Total_Trade_Exposure","Total_Employment","nafta_raw","nafta_pro","per_us_ex","QC","econ_sat","ideology_index","CD","economic_left_right"
"1627",0,"Unemployment",1,"High school and above",3,"Median income",0,"ST. JOHN'S","A1A5Z7",2,2,4,3,2,NA,1,3,"Atlantic","2017","1001519","2017",0.000669574106387918,28290,1,1,0.0669574106387918,0,NA,2.66666666666667,NA,NA
"1628",0,"Economy/interest rates/Recession",1,"Less than high school",4,"Low income",0,"DARTMOUTH","B3S",1,3,3,3,1,NA,3,4,"Atlantic","2017","1209034","2017",0.000781827778883581,85956,3,NA,0.0781827778883581,0,NA,2.33333333333333,NA,NA
"1629",0,"Taxes",1,"University and above",3,"High income",0,"Regina","",4,4,3,1,3,NA,1,2,"MB/SK","2017","",NA,NA,NA,1,1,NA,0,NA,3.66666666666667,NA,NA
"1630",1,"Taxes",0,"University and above",1,"High income",0,"RIVIERE-DU-LOUP","R4L",1,1,3,3,3,NA,1,2,"MB/SK","2017","4610052","2017",0.00400989260091727,150,1,1,0.400989260091727,0,1,1.66666666666667,NA,NA
"1631",1,"Inflation/cost of living",0,"University and above",4,"Low income",0,"WINNIPEG","R3Y0V7",2,2,NA,3,1,NA,1,2,"MB/SK","2017","4611040","2017",0.000642316014737302,163982,1,1,0.0642316014737302,0,1,2,NA,NA
"1632",1,"Unemployment",0,"High school and above",4,"Low income",0,"SPRUCE GROVE","T7X1X8",4,2,2,3,2,NA,1,2,"AB","2017","4811049","2017",0.00152966138948149,3588,1,1,0.152966138948149,0,1,2.66666666666667,NA,NA
"1633",1,"Education Issues",0,"High school and above",1,"Median income",0,"Toronto","",3,2,3,3,1,NA,1,3,"ON","2017","",NA,NA,NA,1,1,NA,0,1,2.66666666666667,NA,NA
"1634",1,"Health-care",1,"Less than high school",4,"Low income",0,"MORELL","C0A1S0",4,1,4,3,1,NA,3,3,"Atlantic","2017","1101049",NA,NA,NA,3,NA,NA,0,1,3,NA,NA
"1635",0,"Economy/interest rates/Recession",1,"High school and above",4,"Low income",0,"PICKERING","L1V0C6",4,3,1,3,3,NA,2,3,"ON","2017","3518001","2017",0.00181763184874992,18012,2,0,0.181763184874992,0,NA,2.66666666666667,NA,NA
"1636",1,"Economy/interest rates/Recession",1,"High school and above",4,"High income",0,"DENARE BEACH","S0P0B0",2,1,4,2,1,NA,1,4,"MB/SK","2017","4718049","2017",0.0168544119912804,24,1,1,1.68544119912804,0,1,2.33333333333333,NA,NA
"1637",0,"DK/NA",0,"Less than high school",3,"Low income",0,"WHYCOCOMAGH","B0E3M0",3,3,3,3,1,NA,1,3,"Atlantic","2017","1215006","2017",0.00359327727779382,496,1,1,0.359327727779382,0,NA,3,NA,NA
"1638",0,"Economy/interest rates/Recession",1,"University and above",4,"High income",0,"Barrie","",4,NA,4,4,1,NA,3,2,"ON","2017","",NA,NA,NA,3,NA,NA,0,NA,4,NA,NA
"1639",0,"Moral Isues",1,"University and above",3,"High income",1,"Quebec","",1,1,1,3,1,NA,3,3,"QC","2017","",NA,NA,NA,3,NA,NA,1,NA,1,NA,NA
"1640",1,"DK/NA",0,"High school and above",1,"Low income",0,"Brantford","",2,3,3,2,2,NA,2,2,"ON","2017","",NA,NA,NA,2,0,NA,0,1,2.66666666666667,NA,NA
"1641",0,"Social issues/cuts to social programs/social safety net",1,"High school and above",4,NA,0,"CHURCH POINT","B0W1M0",3,4,4,3,1,NA,1,3,"Atlantic","2017","1203001","2017",0.00469579930441939,1660,1,1,0.469579930441939,0,NA,3.66666666666667,NA,NA
"1642",1,"Environment/pollution/climate change",1,"Less than high school",4,"High income",0,"LAC LA HACHE","V0K1T0",1,2,1,4,1,NA,1,4,"BC","2017","5941015","2017",0.00191775111244382,1263,1,1,0.191775111244382,0,1,1.33333333333333,NA,NA
"1643",0,"Personal finances",0,"University and above",4,"Low income",0,"MISSISSAUGA","L5G",1,3,3,4,1,NA,2,1,"ON","2017","3521005","2017",0.000989727279455907,158470,2,0,0.0989727279455907,0,NA,2.33333333333333,NA,NA
"1644",1,"Personal finances",1,"High school and above",4,"Low income",0,"SAINT JOHN","E2K5G7",1,2,4,3,2,NA,2,1,"Atlantic","2017","1301006","2017",0.00142664032412193,4994,2,0,0.142664032412193,0,1,2.33333333333333,NA,NA
"1645",0,"Immigration/refugees/racial issues",1,"High school and above",4,NA,0,"Lac Du Bonnet","",4,4,4,2,3,NA,2,1,"MB/SK","2017","",NA,NA,NA,2,0,NA,0,NA,4,NA,NA
"1646",1,"Health-care",0,"Less than high school",4,"Low income",0,"FREDERICTON","E3A2M2",4,2,3,4,3,NA,1,4,"Atlantic","2017","1310032","2017",0.000874844196973501,5206,1,1,0.0874844196973501,0,1,3,NA,NA
"1647",1,"Unemployment",1,"Less than high school",4,"Low income",0,"EDSON","T7E1S2",2,4,4,3,1,NA,1,3,"AB","2017","4814024","2017",0.001462952322591,3410,1,1,0.1462952322591,0,1,3.33333333333333,NA,NA
"1648",1,"Other",1,"High school and above",2,"Median income",0,"HALIFAX","B3S",1,NA,1,4,2,NA,NA,3,"Atlantic","2017","1209034","2017",0.000781827778883581,85956,NA,NA,0.0781827778883581,0,1,1,NA,NA
"1649",1,"Deficit/public debt",1,"High school and above",4,NA,0,"Sussex","",1,1,1,4,2,NA,1,4,"Atlantic","2017","",NA,NA,NA,1,1,NA,0,1,1,NA,NA
"1650",0,"Immigration/refugees/racial issues",0,"High school and above",3,NA,0,"EDMONTON","T5A",4,4,4,3,1,NA,2,4,"AB","2017","4811061","2017",0.000630241874397401,266931,2,0,0.0630241874397401,0,NA,4,NA,NA
"1651",0,"Immigration/refugees/racial issues",1,"Less than high school",3,"Median income",0,"GIBBONS","T0A1N0",2,4,4,2,3,NA,1,2,"AB","2017","4811064","2017",0.00520286940894516,184,1,1,0.520286940894516,0,NA,3.33333333333333,NA,NA
"1652",1,"Taxes",0,"University and above",4,"Median income",0,"WINNIPEG","R3L1V4",3,1,3,3,2,NA,2,3,"MB/SK","2017","4611040","2017",0.000642316014737302,163982,2,0,0.0642316014737302,0,1,2.33333333333333,NA,NA
"1653",1,"World conflict/war",0,"High school and above",4,NA,0,"REGINA","S4S4E9",2,3,2,3,3,NA,1,3,"MB/SK","2017","4706027","2017",0.000797396689317973,39925,1,1,0.0797396689317973,0,1,2.33333333333333,NA,NA
"1654",1,"Health-care",0,"Less than high school",3,"Median income",0,"CARMAN","R0G0J0",2,3,3,4,1,NA,2,2,"MB/SK","2017","4603074","2017",0.00255718896375289,1608,2,0,0.255718896375289,0,1,2.66666666666667,NA,NA
"1655",0,"Health-care",0,"Less than high school",4,"Median income",0,"KAMLOOPS","V1S1C2",1,1,3,3,3,NA,1,2,"BC","2017","5933042","2017",0.00112114148350498,18695,1,1,0.112114148350498,0,NA,1.66666666666667,NA,NA
"1656",1,"Economy/interest rates/Recession",0,"University and above",3,"High income",0,"Halifax","",1,1,1,4,2,NA,1,4,"Atlantic","2017","",NA,NA,NA,1,1,NA,0,1,1,NA,NA
"1657",1,"Economy/interest rates/Recession",0,"University and above",4,"High income",0,"Sydney","",1,1,4,4,3,NA,2,4,"Atlantic","2017","",NA,NA,NA,2,0,NA,0,1,2,NA,NA
"1658",NA,"Inflation/cost of living",0,"University and above",3,"High income",0,"MISSISSAUGA","L5M0C3",3,4,4,3,2,NA,3,3,"ON","2017","3521005","2017",0.000989727279455907,158470,3,NA,0.0989727279455907,0,NA,3.66666666666667,NA,NA
"1659",0,"Poverty/hunger/homelessness",1,"High school and above",4,"Low income",0,"FLIN FLON","R8A1G1",3,4,4,1,3,NA,1,4,"MB/SK","2017","4621064","2017",0.000491449299827289,354,1,1,0.0491449299827289,0,NA,3.66666666666667,NA,NA
"1660",1,"Taxes",0,"High school and above",4,NA,0,"RICHMOND HILL","L4C9S5",3,3,3,4,2,NA,1,3,"ON","2017","3519038","2017",0.000933738969010161,28356,1,1,0.0933738969010161,0,1,3,NA,NA
"1661",1,"Health-care",0,"High school and above",4,"Low income",0,"CRANBROOK","V1C",3,2,NA,3,1,NA,2,2,"BC","2017","5901035","2017",0.00321945206619019,450,2,0,0.321945206619019,0,1,2.5,NA,NA
"1662",1,"Inflation/cost of living",1,"University and above",3,"Low income",0,"Kingston","",4,3,3,4,3,NA,3,NA,"ON","2017","",NA,NA,NA,3,NA,NA,0,1,3.33333333333333,NA,NA
"1663",0,"Economy/interest rates/Recession",1,"High school and above",1,"Low income",1,"Montreal","",4,3,4,2,1,NA,1,4,"QC","2017","",NA,NA,NA,1,1,NA,1,NA,3.66666666666667,NA,NA
"1664",0,"Health-care",0,"University and above",4,"High income",0,"GIMLI","R0C1B0",2,3,3,2,2,NA,3,2,"MB/SK","2017","4618031","2017",0.00203374018572569,390,3,NA,0.203374018572569,0,NA,2.66666666666667,NA,NA
"1665",0,"Health-care",0,"High school and above",2,"Low income",0,"Prince George","",4,4,4,3,1,NA,1,4,"BC","2017","",NA,NA,NA,1,1,NA,0,NA,4,NA,NA
"1666",1,"Unemployment",0,"University and above",4,"High income",0,"MISSISSAUGA","L4W2M1",1,2,3,4,1,NA,1,3,"ON","2017","3521005","2017",0.000989727279455907,158470,1,1,0.0989727279455907,0,1,2,NA,NA
"1667",0,"Economy/interest rates/Recession",1,"High school and above",4,"Low income",0,"TORONTO","M6C2L3",4,3,4,2,3,NA,3,3,"ON","2017","3520005","2017",0.000503020451719662,768033,3,NA,0.0503020451719662,0,NA,3.66666666666667,NA,NA
"1668",1,"Unemployment",0,"University and above",1,"Median income",0,"Ottawa-Hull","",1,1,1,4,2,NA,1,4,"ON","2017","",NA,NA,NA,1,1,NA,0,1,1,NA,NA
"1669",1,"Unemployment",0,"University and above",3,"Median income",0,"REVELSTOKE","V0E2S1",3,1,2,3,1,NA,1,4,"BC","2017","5939019","2017",0.0014492945474173,880,1,1,0.14492945474173,0,1,2,NA,NA
"1670",1,"Environment/pollution/climate change",1,"University and above",4,"Median income",1,"Quebec","",2,2,2,2,3,NA,2,3,"QC","2017","",NA,NA,NA,2,0,NA,1,1,2,NA,NA
"1671",0,"Gas/fuel prices/cost of gas",1,"High school and above",4,NA,0,"EASTEND","S0N0T0",3,3,3,2,2,NA,2,3,"MB/SK","2017","4704026","2017",0.00647977179671978,92,2,0,0.647977179671978,0,NA,3,NA,NA
"1672",0,"Poor government/leadership",1,"High school and above",1,"Median income",0,"Maple Creek","",4,4,4,1,2,NA,2,1,"MB/SK","2017","",NA,NA,NA,2,0,NA,0,NA,4,NA,NA
"1673",0,"Economy/interest rates/Recession",1,"University and above",3,"High income",0,"Toronto","",1,4,1,4,1,NA,3,4,"ON","2017","",NA,NA,NA,3,NA,NA,0,NA,2,NA,NA
"1674",1,"Economy/interest rates/Recession",0,"University and above",4,"Low income",0,"SASKATOON","S7K",1,3,2,4,2,NA,1,2,"MB/SK","2017","4711065","2017",0.00214948739485569,615,1,1,0.214948739485569,0,1,2,NA,NA
"1675",0,"Poor government/leadership",0,"University and above",4,NA,0,"CALGARY","T2J",3,NA,4,3,1,NA,1,1,"AB","2017","4806001","2017",0.00251837779788009,3440,1,1,0.251837779788009,0,NA,3.5,NA,NA
"1676",0,"Unemployment",0,"University and above",4,"High income",0,"MILTON","L9T0N2",3,3,4,3,2,NA,1,2,"ON","2017","3524009","2017",0.00132462163754276,33792,1,1,0.132462163754276,0,NA,3.33333333333333,NA,NA
"1677",1,"Health-care",0,"High school and above",3,"Median income",1,"Montreal","",1,2,1,4,3,NA,3,4,"QC","2017","",NA,NA,NA,3,NA,NA,1,1,1.33333333333333,NA,NA
"1678",0,"Deficit/public debt",1,"High school and above",3,NA,0,"MISSISSAUGA","L5N7V7",2,NA,3,3,1,NA,NA,1,"ON","2017","3521005","2017",0.000989727279455907,158470,NA,NA,0.0989727279455907,0,NA,2.5,NA,NA
"1679",1,"Donald Trump/US politics/US policy",1,"University and above",4,"Low income",0,"QUADRA ISLAND","V0P1H0",1,2,1,4,2,NA,1,4,"BC","2017","5924054","2017",0.00433208337348621,297,1,1,0.433208337348621,0,1,1.33333333333333,NA,NA
"1680",1,"Social issues/cuts to social programs/social safety net",0,"University and above",4,"Low income",0,"Calgary","",2,1,2,4,2,NA,1,3,"AB","2017","",NA,NA,NA,1,1,NA,0,1,1.66666666666667,NA,NA
"1681",0,"Unemployment",0,"High school and above",3,"Low income",0,"SCARBOROUGH","M1K1R8",3,4,4,1,3,NA,2,3,"ON","2017","3520005","2017",0.000503020451719662,768033,2,0,0.0503020451719662,0,NA,3.66666666666667,NA,NA
"1682",1,"Economy/interest rates/Recession",1,"High school and above",4,"Low income",0,"Montreal","",2,3,2.5,2,3,NA,1,2,"QC","2017","",NA,NA,NA,1,1,NA,1,1,2.5,NA,NA
"1683",0,"Poor government/leadership",0,"University and above",4,"High income",0,"Abbotsford","",2,4,4,2,1,NA,2,3,"BC","2017","",NA,NA,NA,2,0,NA,0,NA,3.33333333333333,NA,NA
"1684",1,"Inflation/cost of living",0,"University and above",3,"Low income",0,"Toronto","",3,2,3,4,1,NA,2,3,"ON","2017","",NA,NA,NA,2,0,NA,0,1,2.66666666666667,NA,NA
"1685",0,"Health-care",1,"Less than high school",3,"Low income",1,"Montreal","",1,2,1,3,3,NA,2,4,"QC","2017","",NA,NA,NA,2,0,NA,1,NA,1.33333333333333,NA,NA
"1686",1,"Deficit/public debt",1,"University and above",4,NA,0,"NORTH VANCOUVER","V7J3R6",2,2,2.5,4,3,NA,1,2,"BC","2017","5915046","2017",0.00120650056037009,11964,1,1,0.120650056037009,0,1,2.16666666666667,NA,NA
"1687",1,"Inflation/cost of living",1,"University and above",2,"Low income",0,"Toronto","",4,4,3,4,3,NA,2,2,"ON","2017","",NA,NA,NA,2,0,NA,0,1,3.66666666666667,NA,NA
"1688",1,"Immigration/refugees/racial issues",0,"High school and above",2,"Low income",0,"Toronto","",1,3,1,4,3,NA,1,3,"ON","2017","",NA,NA,NA,1,1,NA,0,1,1.66666666666667,NA,NA
"1689",1,"Health-care",0,"High school and above",4,"Low income",0,"VERNON","V1T7A8",4,1,3,4,3,NA,3,2,"BC","2017","5937014","2017",0.00155375809094405,10915,3,NA,0.155375809094405,0,1,2.66666666666667,NA,NA
"1690",1,"Poverty/hunger/homelessness",1,"Less than high school",3,"Low income",0,"NORTH WEST RIVER","A0P1M0",3,3,1,4,2,NA,1,1,"Atlantic","2017","1010022",NA,NA,NA,1,1,NA,0,1,2.33333333333333,NA,NA
"1691",1,"Unemployment",1,"High school and above",4,"Median income",0,"New Glasgow","",1,2,1,4,2,NA,1,2,"Atlantic","2017","",NA,NA,NA,1,1,NA,0,1,1.33333333333333,NA,NA
"1692",1,"Economy/interest rates/Recession",0,"High school and above",3,NA,0,"ST. JOHN'S","A1A4M3",1,1,3,4,3,NA,1,2,"Atlantic","2017","1001519","2017",0.000669574106387918,28290,1,1,0.0669574106387918,0,1,1.66666666666667,NA,NA
"1693",0,"Health-care",0,"High school and above",3,"High income",0,"GRAND FORKS","V0H1H2",3,3,4,3,3,NA,1,3,"BC","2017","5905052","2017",0.00190625669022138,570,1,1,0.190625669022138,0,NA,3.33333333333333,NA,NA
"1694",0,"Deficit/public debt",0,"University and above",3,NA,0,"WESTBANK","V4T2V5",3,2,3,3,2,NA,2,3,"BC","2017","5935029","2017",0.00197958847756956,7218,2,0,0.197958847756956,0,NA,2.66666666666667,NA,NA
"1695",0,"Taxes",0,"University and above",4,NA,0,"CAMBRIDGE-NARROWS","E5M",2,2,2.5,3,1,NA,1,4,"Atlantic","2017","1305038","2017",0.0105621745815915,22,1,1,1.05621745815915,0,NA,2.16666666666667,NA,NA
"1696",0,"Economy/interest rates/Recession",1,"University and above",3,"High income",1,"Quebec","",2,3,3,3,2,NA,2,2,"QC","2017","",NA,NA,NA,2,0,NA,1,NA,2.66666666666667,NA,NA
"1697",0,"None",0,"High school and above",3,"Low income",0,"SCARBOROUGH","M1E3B2",4,4,4,1,1,NA,3,3,"ON","2017","3520005","2017",0.000503020451719662,768033,3,NA,0.0503020451719662,0,NA,4,NA,NA
"1698",0,"Economy/interest rates/Recession",0,"High school and above",4,"Low income",0,"ST. JOHN'S","A1C5G1",2,2,2,3,2,NA,1,3,"Atlantic","2017","1001519","2017",0.000669574106387918,28290,1,1,0.0669574106387918,0,NA,2,NA,NA
"1699",1,"Immigration/refugees/racial issues",0,"High school and above",1,"Low income",0,"Toronto","",2,2,1,4,2,NA,1,3,"ON","2017","",NA,NA,NA,1,1,NA,0,1,1.66666666666667,NA,NA
"1700",0,"Health-care",1,"High school and above",1,"Median income",1,"Montreal","",1,NA,3,NA,1,NA,2,4,"QC","2017","",NA,NA,NA,2,0,NA,1,NA,2,NA,NA
"1701",1,"None",1,"High school and above",2,"Low income",0,"Ottawa-Hull","",3,2,3,3,3,NA,1,2,"ON","2017","",NA,NA,NA,1,1,NA,0,1,2.66666666666667,NA,NA
"1702",1,"Environment/pollution/climate change",1,"High school and above",4,"Median income",0,"Toronto","",2,1,2,4,2,NA,1,3,"ON","2017","",NA,NA,NA,1,1,NA,0,1,1.66666666666667,NA,NA
"1703",1,"None",1,"High school and above",4,"Low income",0,"DON MILLS","M3B3C6",3,3,3,3,3,NA,3,3,"ON","2017","3520005","2017",0.000503020451719662,768033,3,NA,0.0503020451719662,0,1,3,NA,NA
"1704",0,"Poor government/leadership",0,"High school and above",4,NA,0,"London","",4,3,4,3,2,NA,2,2,"ON","2017","",NA,NA,NA,2,0,NA,0,NA,3.66666666666667,NA,NA
"1705",1,"Health-care",1,"High school and above",3,"High income",0,"Toronto","",2,3,4,4,3,NA,2,2,"ON","2017","",NA,NA,NA,2,0,NA,0,1,3,NA,NA
"1706",0,"Economy/interest rates/Recession",0,"High school and above",3,"Median income",0,"Kenora","",2,2,4,3,3,NA,NA,4,"ON","2017","",NA,NA,NA,NA,NA,NA,0,NA,2.66666666666667,NA,NA
"1707",0,"Unemployment",1,"High school and above",3,"Low income",0,"Edmonton","",2,2.5,3,3,1,NA,3,3,"AB","2017","",NA,NA,NA,3,NA,NA,0,NA,2.5,NA,NA
"1708",0,"Economy/interest rates/Recession",1,"Less than high school",3,"Low income",0,"MISSISSAUGA","L4T3T7",4,4,4,4,3,NA,3,3,"ON","2017","3521005","2017",0.000989727279455907,158470,3,NA,0.0989727279455907,0,NA,4,NA,NA
"1709",NA,"Poor government/leadership",0,"High school and above",2,"Low income",0,"Bonnyville","",1,2,4,4,1,NA,1,2,"AB","2017","",NA,NA,NA,1,1,NA,0,NA,2.33333333333333,NA,NA
"1710",0,"Poverty/hunger/homelessness",0,"High school and above",3,"High income",0,"Toronto","",3,4,3,3,1,NA,2,2,"ON","2017","",NA,NA,NA,2,0,NA,0,NA,3.33333333333333,NA,NA
"1711",1,"Economy/interest rates/Recession",0,"High school and above",4,"Low income",0,"ELMSDALE","B2S",1,3,3,4,3,NA,2,2,"Atlantic","2017","1208008","2017",0.00247932571820007,2592,2,0,0.247932571820007,0,1,2.33333333333333,NA,NA
"1712",0,"Health-care",0,"High school and above",4,NA,0,"BREADALBANE","C0A1E0",4,2,3,4,3,NA,1,3,"Atlantic","2017","1102039",NA,NA,NA,1,1,NA,0,NA,3,NA,NA
"1713",1,"Other",0,"University and above",3,"Median income",0,"Halifax","",1,2,1,4,2,NA,1,3,"Atlantic","2017","",NA,NA,NA,1,1,NA,0,1,1.33333333333333,NA,NA
"1714",1,"Unemployment",1,"High school and above",4,"Median income",0,"SYDNEY","B1S1V9",1,3,2,4,3,NA,2,4,"Atlantic","2017","1217030","2017",0.00185346754509784,13130,2,0,0.185346754509784,0,1,2,NA,NA
"1715",1,"Moral Isues",1,"High school and above",3,"Low income",0,"TERRACE","V8G",1,1,1,3,1,NA,2,2,"BC","2017","5949013","2017",0.00220935226014018,62,2,0,0.220935226014018,0,1,1,NA,NA
"1716",0,"Gas/fuel prices/cost of gas",1,"High school and above",3,"Low income",0,"Vancouver","",3,2.5,4,3,3,NA,3,2,"BC","2017","",NA,NA,NA,3,NA,NA,0,NA,3.16666666666667,NA,NA
"1717",1,"Economy/interest rates/Recession",1,"University and above",2,"High income",0,"Collingwood","",1,2,4,4,3,NA,1,4,"ON","2017","",NA,NA,NA,1,1,NA,0,1,2.33333333333333,NA,NA
"1718",0,"Immigration/refugees/racial issues",1,"Less than high school",4,"Low income",0,"Kitchener-Waterloo","",4,4,4,4,2,NA,2,4,"ON","2017","",NA,NA,NA,2,0,NA,0,NA,4,NA,NA
"1719",1,"Social issues/cuts to social programs/social safety net",1,"High school and above",4,"Low income",0,"VICTORIA","V8V2G5",3,1,3,3,1,NA,1,3,"BC","2017","5917034","2017",0.000937943326801272,15981,1,1,0.0937943326801272,0,1,2.33333333333333,NA,NA
"1720",0,"Health-care",1,"High school and above",4,"Low income",0,"DARTMOUTH","B0J3A0",1,3,4,2,99,NA,NA,4,"Atlantic","2017","1209034","2017",0.000781827778883581,85956,NA,NA,0.0781827778883581,0,NA,2.66666666666667,NA,NA
"1721",1,"Poor government/leadership",1,"Less than high school",4,"Low income",0,"RIVIERE-VERTE","E7C2T4",4,1,4,4,3,NA,1,1,"Atlantic","2017","1313014",NA,NA,NA,1,1,NA,0,1,3,NA,NA
"1722",1,"Environment/pollution/climate change",1,"University and above",2,"Low income",0,"Toronto","",2,3,3,3,3,NA,2,2,"ON","2017","",NA,NA,NA,2,0,NA,0,1,2.66666666666667,NA,NA
"1723",0,"Unemployment",1,"Less than high school",4,"Low income",0,"STELLARTON","B0K0A2",3,3,4,3,3,NA,2,4,"Atlantic","2017","1212009","2017",0.00214237980334754,402,2,0,0.214237980334754,0,NA,3.33333333333333,NA,NA
"1724",1,"Economy/interest rates/Recession",1,"University and above",2,"High income",0,"Toronto","",1,2.5,1,4,2,NA,1,3,"ON","2017","",NA,NA,NA,1,1,NA,0,1,1.5,NA,NA
"1725",NA,"Inflation/cost of living",1,"High school and above",4,"Low income",0,"PASADENA","A0L1K0",NA,3,NA,NA,1,NA,2,NA,"Atlantic","2017","1005012","2017",0.00198118543831657,276,2,0,0.198118543831657,0,NA,3,NA,NA
"1726",0,"Economy/interest rates/Recession",1,"University and above",2,"Low income",0,"Toronto","",2,4,3,3,1,NA,3,3,"ON","2017","",NA,NA,NA,3,NA,NA,0,NA,3,NA,NA
"1727",NA,"Personal finances",1,"High school and above",3,"Median income",0,"PARKSVILLE","V9P",4,3,4,2,3,NA,1,1,"BC","2017","5921030","2017",0.00196906895448194,636,1,1,0.196906895448194,0,NA,3.66666666666667,NA,NA
"1728",1,"Economy/interest rates/Recession",0,"University and above",4,"Median income",0,"NORTH VANCOUVER","V7R1C9",2,2,2,3,2,NA,1,4,"BC","2017","5915046","2017",0.00120650056037009,11964,1,1,0.120650056037009,0,1,2,NA,NA
"1729",1,"Gas/fuel prices/cost of gas",0,"Less than high school",4,NA,0,"VANCOUVER","V5Y2B7",1,3,2.5,4,3,NA,1,3,"BC","2017","5915022","2017",0.000554615833894663,265258,1,1,0.0554615833894663,0,1,2.16666666666667,NA,NA
"1730",0,"Immigration/refugees/racial issues",1,"High school and above",3,"High income",0,"Calgary","",4,4,4,1,3,NA,2,2,"AB","2017","",NA,NA,NA,2,0,NA,0,NA,4,NA,NA
"1731",0,"Unemployment",1,"High school and above",4,"Median income",1,"Montreal","",3,2,4,2,3,NA,2,2,"QC","2017","",NA,NA,NA,2,0,NA,1,NA,3,NA,NA
"1732",1,"Health-care",0,"High school and above",1,"Low income",1,"Riviere-du-Loup","",1,2,2,3,2,NA,1,4,"QC","2017","",NA,NA,NA,1,1,NA,1,1,1.66666666666667,NA,NA
"1733",1,"DK/NA",1,"High school and above",3,"Low income",0,"Edmonton","",3,NA,2,4,99,NA,3,1,"AB","2017","",NA,NA,NA,3,NA,NA,0,1,2.5,NA,NA
"1734",0,"Poverty/hunger/homelessness",1,"High school and above",4,"High income",0,"OAKVILLE","L6M0J9",2,2,3,4,3,NA,2,3,"ON","2017","3524001","2017",0.00100498577393168,19990,2,0,0.100498577393168,0,NA,2.33333333333333,NA,NA
"1735",0,"Moral Isues",0,"University and above",4,"Low income",0,"SCARBOROUGH","M1N2G3",4,4,4,1,1,NA,2,2,"ON","2017","3520005","2017",0.000503020451719662,768033,2,0,0.0503020451719662,0,NA,4,NA,NA
"1736",1,"Inflation/cost of living",0,"University and above",4,"Median income",0,"Toronto","",1,3,2.5,4,3,NA,NA,3,"ON","2017","",NA,NA,NA,NA,NA,NA,0,1,2.16666666666667,NA,NA
"1737",0,"Crime/law and order",1,"University and above",3,"Low income",0,"VANCOUVER","V6Y",3,3,3,3,3,NA,2,1,"BC","2017","5915015","2017",0.00122158664302228,65472,2,0,0.122158664302228,0,NA,3,NA,NA
"1738",1,"Crime/law and order",1,"High school and above",2,"Low income",0,"Ottawa-Hull","",3,3,3,4,1,NA,1,1,"ON","2017","",NA,NA,NA,1,1,NA,0,1,3,NA,NA
"1739",0,"Health-care",0,"High school and above",3,"Low income",0,"Burlington","",4,4,4,2,1,NA,2,2,"ON","2017","",NA,NA,NA,2,0,NA,0,NA,4,NA,NA
"1740",0,"Moral Isues",1,"University and above",3,"High income",0,"Grande Prairie","",3,2,4,1,3,NA,2,3,"AB","2017","",NA,NA,NA,2,0,NA,0,NA,3,NA,NA
"1741",1,"Inflation/cost of living",1,"Less than high school",4,"Low income",0,"CAMPBELLTON","E3N1E4",1,3,3,4,2,NA,1,4,"Atlantic","2017","1314014","2017",0.000582105778748456,1020,1,1,0.0582105778748456,0,1,2.33333333333333,NA,NA
"1742",1,"Unemployment",1,"High school and above",3,"Low income",0,"GRANVLE-FERRY","B0S1K0",4,3,4,4,1,NA,NA,2,"Atlantic","2017","1205004","2017",0.00466797890989859,426,NA,NA,0.466797890989859,0,1,3.66666666666667,NA,NA
"1743",0,"Unemployment",0,"High school and above",4,"Low income",0,"MISSION","V2V",2,3,2,3,1,NA,2,2,"BC","2017","5909060","2017",0.00252251449093012,260,2,0,0.252251449093012,0,NA,2.33333333333333,NA,NA
"1744",1,"Economy/interest rates/Recession",0,"High school and above",4,"Low income",0,"KAMLOOPS","V2C4J6",1,3,4,4,1,NA,1,2,"BC","2017","5933042","2017",0.00112114148350498,18695,1,1,0.112114148350498,0,1,2.66666666666667,NA,NA
"1745",1,"Other",1,"High school and above",4,"Low income",0,"Fort McMurray","",2,2,2,3,2,NA,1,1,"AB","2017","",NA,NA,NA,1,1,NA,0,1,2,NA,NA
"1746",0,"Environment/pollution/climate change",1,"High school and above",4,"Low income",0,"SAANICHTON","V9A",2,1,1,2,1,NA,1,4,"BC","2017","5917812","2017",0.00238381504214075,28,1,1,0.238381504214075,0,NA,1.33333333333333,NA,NA
"1747",1,"Health-care",1,"University and above",1,NA,0,"Toronto","",3,1,3,3,3,NA,3,3,"ON","2017","",NA,NA,NA,3,NA,NA,0,1,2.33333333333333,NA,NA
"1748",0,"Immigration/refugees/racial issues",1,"University and above",4,NA,0,"PRINCE GEORGE","V2M1L9",3,4,4,4,2,NA,2,3,"BC","2017","5953023","2017",0.00122289059171098,9528,2,0,0.122289059171098,0,NA,3.66666666666667,NA,NA
"1749",0,"Taxes",0,"Less than high school",4,"Low income",0,"TAY CREEK","E6B1K9",3,3,3,3,3,NA,2,2,"Atlantic","2017","1310028","2017",0.00356438927103365,417,2,0,0.356438927103365,0,NA,3,NA,NA
"1750",1,"Economy/interest rates/Recession",1,"High school and above",3,"Low income",0,"Toronto","",2,3,4,3,2,NA,2,4,"ON","2017","",NA,NA,NA,2,0,NA,0,1,3,NA,NA
